frame,body_part,x,y,z,left_contact,right_contact
0,lhand,0.03895585447006958,0.14365931050996766,0.04141320220575441,1,1
1,lhand,0.020425564599407392,0.1416533907913424,0.03812508400942215,1,1
2,lhand,0.02891862124182397,0.13933007526023167,0.045539392087269384,1,1
3,lhand,0.057232658015050515,0.1396464184895076,0.06401008369646433,1,1
4,lhand,0.0978663268686484,0.13413748148447796,0.09298123560979879,1,1
5,lhand,0.1394127006218569,0.12030234647616653,0.13663808417182377,1,1
6,lhand,0.18212892526487617,0.09470938369938416,0.18483842097007147,1,1
7,lhand,0.22196530859303404,0.06279814884268406,0.2227943947079043,1,1
8,lhand,0.24207012036786069,0.03966350170032228,0.23991807210933042,1,1
9,lhand,0.24788831167668693,0.029581103946880925,0.2397818658539296,1,1
10,lhand,0.24657154358766586,0.03065011236992539,0.2276935967880862,1,1
11,lhand,0.23616253278375357,0.03518142885950436,0.20506714768688597,1,1
12,lhand,0.21786727288614288,0.0430930331167861,0.1767900557461035,1,1
13,lhand,0.19704634068657054,0.056580685851958745,0.14765025934421172,1,1
14,lhand,0.17563423648752316,0.06674372316480223,0.12104945424278594,1,1
15,lhand,0.15558574030817363,0.07417997422629531,0.0985026240409142,1,1
16,lhand,0.13781283809881428,0.0775535810960224,0.08090747245881777,1,1
17,lhand,0.12357007969628292,0.07839504296268358,0.06707807378625534,1,1
18,lhand,0.1129359887113791,0.07849172695140087,0.05608084013833206,1,1
19,lhand,0.1051967064135986,0.0792299969884133,0.04763107295230834,1,1
20,lhand,0.09907923333392943,0.0820890424889558,0.04042828871717572,1,1
21,lhand,0.09421902337515037,0.08660606377966178,0.033410996343223524,1,1
22,lhand,0.08874157283664798,0.09174661719462208,0.02429934674583796,1,1
23,lhand,0.08141078458180274,0.09847491161610478,0.015884966104231048,1,1
24,lhand,0.07338658670963565,0.10336996991986595,0.006465340266666595,1,1
25,lhand,0.06378158975583516,0.10794614108581699,-0.0027385343747770505,1,1
26,lhand,0.05508647819666686,0.11216272255424403,-0.009770008754756233,1,1
27,lhand,0.04989627576956073,0.11473664746419951,-0.016181189427355407,1,1
28,lhand,0.04922782113787631,0.11787341569352154,-0.021442054755886765,1,1
29,lhand,0.053944156118190825,0.11922503204706522,-0.02503604072836345,1,1
30,lhand,0.059837427183846624,0.1202577494712195,-0.02875181363797815,1,1
31,lhand,0.06771273772964101,0.12133231510779756,-0.032667154730444264,1,1
32,lhand,0.07359009364466881,0.12145106530931345,-0.03887163740256469,1,1
33,lhand,0.07813069111647779,0.12152181718312213,-0.04445104564876243,1,1
34,lhand,0.08316831472549233,0.12097126939944197,-0.047437329283552945,1,1
35,lhand,0.08636952699153268,0.11980886037000937,-0.04721517392857459,1,1
36,lhand,0.08992323374818169,0.11807542652940482,-0.044150909381234685,1,1
37,lhand,0.093589799947703,0.11450168597213958,-0.03874701512789982,1,1
38,lhand,0.09540280335662638,0.11011611639551486,-0.033840715117369684,1,1
39,lhand,0.09563373977161296,0.10560476546612674,-0.028706185793021012,1,1
40,lhand,0.09405733957735568,0.10218154487985931,-0.02695081426970023,1,1
41,lhand,0.08979569815952788,0.10053119569630922,-0.0264742322213761,1,1
42,lhand,0.0857205732602371,0.0996278594517962,-0.02669558781619634,1,1
43,lhand,0.07936747663832759,0.10140953516208909,-0.02942318162852231,1,1
44,lhand,0.07294460152026148,0.10354864787081997,-0.03262851548598428,1,1
45,lhand,0.06439474039735683,0.10776410542005402,-0.03385362228762678,1,1
46,lhand,0.05730225627276711,0.11172869263659824,-0.0336618050870652,1,1
47,lhand,0.04772711624439166,0.11431441429782283,-0.03358845419266635,1,1
48,lhand,0.03401566342366218,0.11326748444643123,-0.028796284685401928,1,1
49,lhand,0.019224632597554886,0.11230055199563503,-0.02415454695945069,1,1
50,lhand,0.00399063700833148,0.11369467792543428,-0.017586371271386854,1,1
51,lhand,-0.015401168700366633,0.11494906901185786,-0.010860458502993657,1,1
52,lhand,-0.028322003117554465,0.11318911569773714,-0.007121423629392727,1,1
53,lhand,-0.03579417247521309,0.11296426859210819,-0.003472296185557937,1,1
54,lhand,-0.03589285974145251,0.1093235268272062,-0.003508893566272271,1,1
55,lhand,-0.02780130237537773,0.10870546311680744,-0.009451001152315681,1,1
56,lhand,-0.008666427000091473,0.10607541447146761,-0.012726165638516043,1,0
57,lhand,0.017189174666070797,0.10345152288402584,-0.016238329825538793,1,0
58,lhand,0.04710011339483593,0.09679354361191161,-0.013058339530177944,1,0
59,lhand,0.0701001795928889,0.08977156045173726,-0.006267980158775912,1,0
60,lhand,0.08631078652232099,0.08687434659500953,0.004007725347461306,1,0
61,lhand,0.09651959887460898,0.08521903178218623,0.017794947119759118,1,0
62,lhand,0.10435750571001937,0.08310747225919773,0.025026621359454104,1,0
63,lhand,0.11065984068470353,0.085418340792586,0.031215212744840085,1,0
64,lhand,0.1119469874202865,0.08573848502713549,0.03285647863958539,1,0
65,lhand,0.11568128557925109,0.08458983301288492,0.03288596575875537,1,0
66,lhand,0.11215673352322832,0.08426236605875484,0.032699159072729043,1,0
67,lhand,0.11426601823215668,0.08064646221232866,0.03461780250241325,1,0
68,lhand,0.11737461280332943,0.07909830367337595,0.036173127329366256,1,0
69,lhand,0.11840592894242487,0.07838489311906921,0.03782475109234794,1,0
70,lhand,0.12163832687131584,0.07667810646740326,0.04745993763767398,1,0
71,lhand,0.12443741650405109,0.07244759443886822,0.057256137752302746,1,0
72,lhand,0.13267650208811005,0.06786235003474081,0.0707912578025848,1,0
73,lhand,0.14189829982623522,0.0645996775104892,0.08495812446634278,1,0
74,lhand,0.15072344325523426,0.06195737213474595,0.10156126659505285,1,0
75,lhand,0.16151415773005803,0.05833401834941568,0.115672577684051,1,0
76,lhand,0.16777882000898894,0.05496765394726724,0.1308301149352008,1,1
77,lhand,0.17394085464328043,0.05280276728897672,0.1405767497797597,1,1
78,lhand,0.17655167466812824,0.05367562604898732,0.14262406095130942,1,1
79,lhand,0.1773989778305693,0.052846020767248786,0.1404251235318792,1,1
80,lhand,0.17546560637233738,0.05109601961845689,0.13154137163729177,1,1
81,lhand,0.17127794600202534,0.05156675385505605,0.11837944169683662,1,1
82,lhand,0.16635569066251538,0.05401124490180033,0.10458226427773183,1,1
83,lhand,0.15917235505355132,0.0561824946472507,0.08673628221118879,1,1
84,lhand,0.14841544979414148,0.059220345297629,0.07222026338029083,1,1
85,lhand,0.13787417182778838,0.06208072829339159,0.05972845250271259,1,1
86,lhand,0.1250863581023153,0.06314861504683372,0.05009282388889886,1,1
87,lhand,0.11386724183993294,0.06433684010138123,0.04279124233632576,1,1
88,lhand,0.10293087392230071,0.06508495690891278,0.03904463843210089,1,1
89,lhand,0.09445011683597249,0.06647824844043,0.035884754659460755,1,1
90,lhand,0.09334799876549026,0.06783128082846214,0.028619321971843144,1,1
91,lhand,0.08933032359915759,0.06524095759388342,0.023065287002251158,1,1
92,lhand,0.08967153002376964,0.06798121608017653,0.011716734998498266,1,1
0,lforearm,-0.06826199220571758,0.13676761099466664,0.004205577672056024,1,1
1,lforearm,-0.0876395217838845,0.127922754028599,0.005552319091178176,1,1
2,lforearm,-0.07731370024996813,0.13466246531861703,0.005284378469962603,1,1
3,lforearm,-0.04155579350483762,0.15342544599799718,0.009433977225397266,1,1
4,lforearm,0.012562747312213074,0.16818234543490027,0.025960251456861885,1,1
5,lforearm,0.07040789459887635,0.16909843116546708,0.06057987647216968,1,1
6,lforearm,0.1189706683213272,0.14931897120655274,0.10766083187553781,1,1
7,lforearm,0.15010938701694018,0.11522840859810754,0.15197527453788,1,1
8,lforearm,0.16153868048725098,0.08976701456553642,0.177213420875951,1,1
9,lforearm,0.1650800662342437,0.0820652451749308,0.1821992934526427,1,1
10,lforearm,0.16452094712449225,0.0883555765117168,0.17416475348540916,1,1
