frame,body_part,x,y,z
0,lhand,0.04730944746932811,0.1836335072691606,-0.08269689700021933
1,lhand,0.045840554887961994,0.1850759724907335,-0.08154914295646677
2,lhand,0.04676868131716841,0.1847412056762127,-0.08267475055650798
3,lhand,0.04531023019584972,0.1851988852128673,-0.0808409996443019
4,lhand,0.04553711999080683,0.18396357403384375,-0.08180542903675855
5,lhand,0.04506515071523605,0.18443343453597477,-0.08175361080018817
6,lhand,0.043755858721509694,0.18482039121192056,-0.08216666563378545
7,lhand,0.04276473231944409,0.18587421645497013,-0.0818879713824415
8,lhand,0.041684783010878274,0.186399933555893,-0.082187822546099
9,lhand,0.04034551647446502,0.18701327914026628,-0.08215310944796683
10,lhand,0.03879328905997336,0.1874948788578943,-0.08196726501793328
11,lhand,0.0372327175506653,0.18742517228736977,-0.08174136553637615
12,lhand,0.036206270432339586,0.18752328226710485,-0.08151251652131304
13,lhand,0.035319745372487006,0.1872746180772325,-0.08127287691189254
14,lhand,0.034987716250527434,0.18743303631860128,-0.08082832389157991
15,lhand,0.03489383190158138,0.18804433567503548,-0.08012608661009359
16,lhand,0.03464361201338477,0.18892056100502994,-0.07935200708015239
17,lhand,0.03475722300258087,0.18996527424741774,-0.07842436973356957
18,lhand,0.035250253260944726,0.19051379514433062,-0.07802805078968597
19,lhand,0.03605138267217997,0.19103414599749688,-0.07745916610762492
20,lhand,0.03571967318470647,0.19182574129505678,-0.07697872313815372
21,lhand,0.03609050585192679,0.19221335736641365,-0.07657846475784656
22,lhand,0.036204817004765424,0.1923919055011289,-0.07619990860874046
23,lhand,0.03594914767694751,0.19274618611322542,-0.07596970914952784
24,lhand,0.036411361312601385,0.19302983659699563,-0.07572275900993408
25,lhand,0.03630784338647432,0.19341669281426255,-0.07537710022358872
26,lhand,0.036592416731851304,0.19359310311600117,-0.07488263821813149
27,lhand,0.036778784872591154,0.19441073756291505,-0.07423165022752345
28,lhand,0.03664556018379987,0.19533277537654697,-0.07340633062192065
29,lhand,0.036685418956247384,0.1958826126787441,-0.0731816901451309
30,lhand,0.03689819309264582,0.19707036725841878,-0.07241212139989203
31,lhand,0.03720806203840368,0.19747339550745543,-0.07239976752468524
32,lhand,0.0377565863405106,0.1981576600897756,-0.07195289169514175
33,lhand,0.039006544358942706,0.1985393605808907,-0.07184866257945513
34,lhand,0.04055429640492165,0.1975801950142428,-0.07197325051730587
35,lhand,0.043552100293487134,0.19598053486984435,-0.0724310410734486
36,lhand,0.04710230666391253,0.19363336463922354,-0.07274489105404948
37,lhand,0.050225894028726195,0.19056859578638263,-0.07329501557091463
