frame,body_part,x,y,z
0,lhand,0.07160281051127264,0.138103173180838,-0.15358634920597908
1,lhand,0.07209605127511157,0.13744127221704083,-0.1534883011961995
2,lhand,0.07336616472226808,0.14268786287221485,-0.15018656743898787
3,lhand,0.07511698117012847,0.14189703877486665,-0.15194097849023586
4,lhand,0.07305143555477066,0.14485571608389314,-0.15182693707435932
5,lhand,0.07073642804050803,0.14672168736855373,-0.15224927458849163
6,lhand,0.06832967603385617,0.14932887626220953,-0.15275334756000922
7,lhand,0.06794801583013398,0.15076502080954318,-0.15289106333005187
8,lhand,0.06782254216614925,0.15307595932550247,-0.15185801507094443
9,lhand,0.06756962174670715,0.15476367874137792,-0.1511756118629719
10,lhand,0.06746375758736432,0.15604307219360425,-0.15050025974277662
11,lhand,0.06754310670660707,0.15694784864219385,-0.15012908370083017
12,lhand,0.06908977253540702,0.15676606916038532,-0.14942702768359026
13,lhand,0.07027421129702188,0.15707399410604053,-0.14889584964884392
14,lhand,0.0716881866209642,0.15632586267818474,-0.14890954959199365
15,lhand,0.07264775508804092,0.15584111989258212,-0.149101027055462
16,lhand,0.07354928190771232,0.15576826764581478,-0.14904402760311716
17,lhand,0.07441469494758046,0.15580904258321465,-0.14945924744444694
18,lhand,0.07422033670612913,0.15636249736922112,-0.14944834106285315
19,lhand,0.07546804434480489,0.15603681958692428,-0.14945518049857404
20,lhand,0.07642884667081457,0.15625713139380615,-0.1490750056207017
21,lhand,0.077290945292316,0.1562860677594297,-0.1483617761388606
22,lhand,0.07932377756322424,0.1562383735327756,-0.14700564923641987
23,lhand,0.08386276384900165,0.15677779212318474,-0.1442068734972875
24,lhand,0.0911187686248745,0.15775960179528364,-0.13993326803703712
25,lhand,0.09980186205362222,0.15767921939391324,-0.1362942872198798
26,lhand,0.10890180986986994,0.1594205016592392,-0.13129068669208765
27,lhand,0.11513589576121132,0.1606615513429527,-0.1284547159022317
28,lhand,0.1164571704714725,0.165539238699414,-0.12566226300328273
29,lhand,0.11979248199832739,0.1677305558536686,-0.12311770254174247
30,lhand,0.12215518306322976,0.17102920623854523,-0.11825845626445552
31,lhand,0.12726996632224244,0.1701470668050147,-0.11581545058854889
32,lhand,0.13099962441701182,0.1704465047500056,-0.11338666004764704
33,lhand,0.13642144474599818,0.16925620358731044,-0.11030033317647879
34,lhand,0.14024884997388604,0.168057482144944,-0.10969607077360269
35,lhand,0.14440032002912312,0.16740366124954026,-0.10994636176663877
36,lhand,0.1490818692119293,0.16586478281639747,-0.10948044605193913
37,lhand,0.14947638797030838,0.16633118271502956,-0.11106670506111144
38,lhand,0.1509929809417897,0.1683930763854571,-0.11001263944867395
39,lhand,0.15244702740613186,0.16954670527254423,-0.11031816636950698
40,lhand,0.15554420972159239,0.17086733533643217,-0.10950279689499051
41,lhand,0.15517333648936463,0.17341396043277665,-0.10879986604244238
42,lhand,0.15433027841522995,0.17514744074124622,-0.10895976493840086
43,lhand,0.153719994888396,0.17747074256813367,-0.10740874442665607
44,lhand,0.15440953140101538,0.17735111229936582,-0.10699070821837647
45,lhand,0.15604178536210284,0.17739077205811915,-0.10427083665264739
46,lhand,0.1574108005035121,0.1779467339897303,-0.10145509521164849
47,lhand,0.160462958676152,0.17860760396118375,-0.09541050525185496
48,lhand,0.16322886111510387,0.18048745453595155,-0.09003920731691002
49,lhand,0.16603007182474397,0.18268751248272003,-0.08560378926798846
50,lhand,0.16771395559986246,0.18640630527955623,-0.0801372687041852
51,lhand,0.17002083171266327,0.189824898955653,-0.07481371330593661
52,lhand,0.17332218308934805,0.19152194728315605,-0.06933418778474403
53,lhand,0.17729435317071837,0.19213750102218324,-0.06581142684396316
54,lhand,0.18184739253638768,0.19177051582156127,-0.061849116049622906
55,lhand,0.18696654562896242,0.18939970932316205,-0.057852320190916254
56,lhand,0.19135434151641528,0.18696762419393612,-0.05357506312846223
57,lhand,0.1940104142443927,0.185518515191069,-0.049695971320886434
58,lhand,0.19626379468866417,0.1817780113259147,-0.04757730187932565
59,lhand,0.1954748328716075,0.17980181864277733,-0.04871996894306634
60,lhand,0.19308614442532512,0.177886759111424,-0.052477014728271626
61,lhand,0.19163444438065988,0.17711846470246462,-0.05285823263676639
62,lhand,0.19009744250506894,0.17577314051183207,-0.05642545553769656
63,lhand,0.18790527485475572,0.17644512844060492,-0.05956382809510379
64,lhand,0.1869220945097526,0.1772655698717181,-0.061647200555912024
65,lhand,0.1832216962019217,0.17879276953193365,-0.06468582329058034
66,lhand,0.18168785093885065,0.1790053626930269,-0.06831833011439988
67,lhand,0.18005327957694578,0.18025757777749063,-0.07195693288841251
68,lhand,0.17780064937100165,0.1808343944284758,-0.07558317921232754
69,lhand,0.176692973323066,0.18038262707681324,-0.08016971805762561
70,lhand,0.1753181893913478,0.17987710069838767,-0.08225855759299475
71,lhand,0.17593384450465593,0.1758563569674524,-0.08646445838460043
72,lhand,0.17460377635399482,0.17384979604899242,-0.08797880629441567
73,lhand,0.17288571758685056,0.17331459880568661,-0.08890541041699404
74,lhand,0.17088224336743785,0.17116175080711937,-0.09156127611961826
75,lhand,0.16916253385726984,0.1696976036473325,-0.09497331513352228
76,lhand,0.16584871979991544,0.1675410749235129,-0.10025614193749131
77,lhand,0.16365282342552528,0.16612879136311648,-0.10360014216113568
78,lhand,0.16104634124473144,0.16333926282083996,-0.10898393554232004
79,lhand,0.15817215505670587,0.16252734772999172,-0.1121713889023086
80,lhand,0.15721877464593864,0.16027149143769043,-0.11579424448114269
81,lhand,0.15601463761270795,0.16075964461377762,-0.11617234330223268
82,lhand,0.15704271325631375,0.1587809213753847,-0.11701975215031107
83,lhand,0.15336500796428465,0.16094937508027912,-0.11668627257242177
84,lhand,0.149926739045473,0.16071668366449404,-0.11851566237063409
85,lhand,0.14258534748020088,0.1620841366516147,-0.12127194288002036
86,lhand,0.1371175635817119,0.16140872941639178,-0.1238263079239776
87,lhand,0.13008409111264457,0.1620601741270859,-0.12628699149753564
88,lhand,0.12468632496084485,0.16154996559036194,-0.12806692032259331
89,lhand,0.11750949661124181,0.16160316457140353,-0.1299454048925182
90,lhand,0.11374243227011713,0.16002925623193934,-0.13128869219963038
91,lhand,0.10958581190780084,0.15809271909752515,-0.13318609489164454
92,lhand,0.10799554571828238,0.15452969645979317,-0.1353875125106992
93,lhand,0.10627293280065242,0.152140609947106,-0.1372041590002295
94,lhand,0.10688386071790285,0.14941182899054356,-0.13807661647013555
95,lhand,0.10601984838712619,0.14891623324628875,-0.13894800981112584
96,lhand,0.1065652081323926,0.1473384929376489,-0.1400628633890418
97,lhand,0.10626059880487715,0.1468777743507403,-0.14108901514075042
98,lhand,0.10538530996020179,0.1478352325774299,-0.14136915534549588
99,lhand,0.10408732170131663,0.14991210840676933,-0.1414156785282962
100,lhand,0.10297041118271547,0.1512490060261385,-0.141836109037744
101,lhand,0.10101196680312682,0.15353275498988572,-0.14145764362723418
102,lhand,0.09995678043214581,0.15500283371935572,-0.14096517567435324
103,lhand,0.09809466935713453,0.15529462408804817,-0.1417014741014097
104,lhand,0.0952340293122108,0.1564236816724855,-0.14212448440590097
105,lhand,0.09363848622947396,0.15643703731872158,-0.142738927175341
106,lhand,0.09182210912286354,0.15632800050277498,-0.14333608567592326
107,lhand,0.09083370170153333,0.15544571155532488,-0.14411126112895267
108,lhand,0.09003686239134276,0.15501055588211654,-0.14455769019956693
109,lhand,0.08906206472702949,0.1534732175105854,-0.1456880049252541
110,lhand,0.08865111650398984,0.1520325969090187,-0.14648258958144333
111,lhand,0.08739569317638961,0.15171765176822485,-0.14711943999520158
112,lhand,0.08548509986949052,0.15103489404660014,-0.14812735947740932
113,lhand,0.0830925613335701,0.15086996635203878,-0.1494666044256801
114,lhand,0.08063953791299013,0.15126569147491137,-0.15066415350484952
115,lhand,0.07793699704912348,0.15160872161968075,-0.15201501805555137
116,lhand,0.07471560197509751,0.1524000835224997,-0.1531887865236625
117,lhand,0.07172052281045839,0.1539380665388168,-0.15388443318132095
118,lhand,0.06962808729153981,0.15479641704663116,-0.1546161682401782
119,lhand,0.06951595514526333,0.1544712261755851,-0.1547696713778579
120,lhand,0.07070886245077015,0.15473089970501402,-0.15399754744290367
121,lhand,0.07287022149586708,0.15439128021884593,-0.1534974827433248
122,lhand,0.07583352309777827,0.15319237833146013,-0.15288448426043622
123,lhand,0.07946647150673203,0.15221164214854133,-0.15179117557677874
