frame,body_part,x,y,z,left_contact,right_contact
0,lhand,-0.000821265200327638,0.3179044745943644,0.10463053401016983,1,1
1,lhand,0.000203320439656594,0.317560608351967,0.0986352855070769,1,1
2,lhand,0.0015839275399543648,0.31644482812550345,0.08893567187537545,1,1
3,lhand,0.0034902568181646564,0.31394829662225043,0.07824902758407433,1,1
4,lhand,0.0073516496332411765,0.31155421582397264,0.06558169549686878,1,1
5,lhand,0.010539146244387041,0.3074853628257878,0.05154656787128492,1,1
6,lhand,0.011108611180636992,0.3034058355255502,0.03544141423265007,1,1
7,lhand,0.011109986455984041,0.29707506923272886,0.01700005531435351,1,1
8,lhand,0.011827215456622402,0.2895138721940364,-0.0015880130147578747,1,1
9,lhand,0.011647978642732542,0.27959302048403234,-0.020108617426026452,1,1
10,lhand,0.011265913792436178,0.26832447514836466,-0.0369607960853334,1,1
11,lhand,0.009696166286987527,0.2544696231419326,-0.05369244242911443,1,1
12,lhand,0.00799176879986644,0.24076351666412862,-0.06826569454895794,1,1
13,lhand,0.006528598680669514,0.22598034698523162,-0.08064235612626294,1,1
14,lhand,0.00617266453126257,0.2126395584552575,-0.09076111473520018,1,1
15,lhand,0.00528856254011385,0.19953643167986923,-0.09890025296323904,1,1
16,lhand,0.0038417250025164044,0.18783077316732322,-0.10590918053397527,1,1
17,lhand,0.001911230723603042,0.17820231895340954,-0.11075718595982094,1,1
18,lhand,0.0010407903181057776,0.17096477549262487,-0.11421221891160138,1,1
19,lhand,-0.00011496156562557439,0.1647660967983853,-0.11703394604673197,1,1
20,lhand,0.00023547516825140474,0.16036158626973415,-0.11911440234695961,1,1
21,lhand,0.0008957347054481084,0.15578492812937508,-0.12112739949131836,1,1
22,lhand,0.0023484000655303455,0.1521514229048363,-0.12282301482082078,1,1
23,lhand,0.00399027727940084,0.1485652175999496,-0.12434294082143482,1,1
24,lhand,0.005786191771741375,0.14489116422364487,-0.12574006367231702,1,1
25,lhand,0.007930188184523651,0.14175769134663932,-0.12682036192452728,1,1
26,lhand,0.00979192152025965,0.14017394185304977,-0.12663725355198147,1,1
27,lhand,0.013091933651159328,0.13882451957939326,-0.126406790586686,1,1
28,lhand,0.017141049224560938,0.1389140149864828,-0.1249888742745414,1,1
29,lhand,0.022855883556875192,0.13966035583941738,-0.12343509945032835,1,1
30,lhand,0.02942640326320091,0.14078104819976606,-0.12058137024482472,1,1
31,lhand,0.0429648582521373,0.14310333864782399,-0.1151149230187063,1,1
32,lhand,0.06078341414659149,0.1461876393777445,-0.10530480545967084,1,1
33,lhand,0.08930178405480062,0.15056871415690393,-0.08865580698013144,1,1
34,lhand,0.12492718106642148,0.1501560027220249,-0.06058537868932472,1,1
35,lhand,0.1603500947435551,0.14364936621150065,-0.02701789366429569,1,1
36,lhand,0.18529894969245314,0.13480499775993118,0.010198928646164814,1,1
37,lhand,0.20424779666474635,0.12131135037113186,0.04534868863322035,1,1
38,lhand,0.21610773484867524,0.1085325465547588,0.07696629781291872,1,1
39,lhand,0.22344309481989116,0.09685303662503777,0.10229648781888742,1,1
40,lhand,0.22759492835151907,0.08982184823777459,0.12131681273971787,1,1
41,lhand,0.22957382625921435,0.08531855064916812,0.13572708842467057,1,1
42,lhand,0.22941619174765243,0.08289047712025456,0.1436860268335582,1,1
43,lhand,0.22943451822058974,0.08191545471608529,0.14974268915818703,1,1
44,lhand,0.2293213458303129,0.08287751732835888,0.15446221222680878,1,1
45,lhand,0.22971624305338056,0.0859095090716267,0.15841407735925617,1,1
46,lhand,0.2307410525464397,0.09175440756435804,0.16099413664873907,1,1
47,lhand,0.23059821359976773,0.0999720713992371,0.1630883550025729,1,1
48,lhand,0.23107141686969046,0.11102806200735169,0.1636075608896211,1,1
49,lhand,0.23016376471327077,0.12377421076520889,0.16240508890960936,1,1
50,lhand,0.2286297057891778,0.13857321690732677,0.15973573789986523,1,1
51,lhand,0.22547691184347177,0.1545159903807013,0.15558462196189318,1,1
52,lhand,0.22095007743174686,0.17093431217626937,0.15218844350916053,1,1
53,lhand,0.21498422032807546,0.18637744835093117,0.14767925568979845,1,1
54,lhand,0.2079065280629183,0.20055271838224947,0.1433001823322098,1,1
55,lhand,0.2004062007951555,0.21307334863993527,0.1400074889334582,1,1
56,lhand,0.19335000083735093,0.2228167412138459,0.13902783204047856,1,1
57,lhand,0.1879490491393392,0.22898272830460537,0.1373246536525358,1,1
58,lhand,0.18309415190540596,0.2330893827612408,0.13500980027380094,1,1
59,lhand,0.1799431909808355,0.23502580458194072,0.13249602100197755,1,1
60,lhand,0.17730819043653773,0.23608402206025497,0.13224796980908105,1,1
61,lhand,0.17763382740930755,0.2356098607011834,0.1329679198775488,1,1
62,lhand,0.17906563689773386,0.23331411982698033,0.13740058825265414,1,1
63,lhand,0.18142746671785434,0.2297794143773315,0.1447762310788659,1,1
64,lhand,0.18349447601210458,0.22455466211207292,0.15326055816671086,1,1
65,lhand,0.18581479529082418,0.2178978616782558,0.16194455826214335,1,1
66,lhand,0.18836271783112568,0.20889223885716723,0.17061604098902758,1,1
67,lhand,0.19084089954173483,0.1992101109412402,0.1785792886845886,1,1
68,lhand,0.19242262973566948,0.18894981702351465,0.1853919122620872,1,1
69,lhand,0.1928616074982193,0.18053637444431142,0.19399411897556001,1,1
70,lhand,0.19218329951261215,0.17310891880634593,0.2031409793330543,1,1
71,lhand,0.19005881445973127,0.1671976819711965,0.21434157722375763,1,1
72,lhand,0.1875730846867399,0.1633313229805071,0.22482983582843805,1,1
73,lhand,0.18369366321879677,0.1626432024672909,0.23440033249500708,1,1
74,lhand,0.1798730719374229,0.16491868869492057,0.24028780132437264,1,1
75,lhand,0.17609072811449705,0.16940070942659138,0.2425162871955255,1,1
76,lhand,0.17373906141746887,0.1778836702316237,0.2411828965914335,1,1
77,lhand,0.17077794848179134,0.18691519698220713,0.23841314547871673,1,1
78,lhand,0.1677867341828123,0.196944893161665,0.2343369436136485,1,1
79,lhand,0.16438830679518873,0.2055602681999691,0.23052963479164612,1,1
80,lhand,0.16152683528231593,0.21310299458610857,0.22770849347352684,1,1
81,lhand,0.15848466924189025,0.2184926640974885,0.2237060114670391,1,1
82,lhand,0.15525057347406135,0.22356012927374952,0.21982326343553257,1,1
83,lhand,0.15248295159310082,0.22629531355829807,0.21646983636523243,1,1
84,lhand,0.14925073551018553,0.22818748532125677,0.21446909860810676,1,1
85,lhand,0.14630250126745029,0.22837573960539698,0.21451899352838577,1,1
86,lhand,0.14496378541116625,0.22680629107795985,0.2152789555454261,1,1
87,lhand,0.1430372191678472,0.22402390405182668,0.21846014873086783,1,1
